SiteID,470548,Site Timezone,8,Data Timezone,8,Longitude,121.28936,Latitude,14.181038
Year,Month,Day,Hour,Minute,surface air pressure (Pa),wind speed at 10m (m/s)
2019,1,3,14,15,100920,5.66
2019,1,3,14,30,100910,5.72
2019,1,3,14,45,100900,5.7700000000000005
2019,1,3,15,0,100890,5.6000000000000005
2019,1,3,15,15,100900,5.49
2019,1,3,15,30,100910,5.44
2019,1,3,15,45,100920,5.23
2019,1,3,16,0,100920,4.99
2019,1,3,16,15,100940,4.68
2019,1,3,16,30,100950,4.15
2019,1,3,16,45,100960,3.58
2019,1,3,17,0,100970,3.13
2019,1,3,17,15,100990,2.93
2019,1,3,17,30,101000,2.81
2019,1,3,17,45,101020,2.67
2019,1,3,18,0,101040,2.67
2019,1,3,18,15,101060,2.65
2019,1,3,18,30,101070,2.69
2019,1,3,18,45,101080,2.63
2019,1,3,19,0,101090,2.63
2019,1,3,19,15,101100,2.56
2019,1,3,19,30,101110,2.41
2019,1,3,19,45,101120,2.36
2019,1,3,20,0,101120,2.5
2019,1,3,20,15,101130,2.47
2019,1,3,20,30,101130,2.36
2019,1,3,20,45,101140,2.2800000000000002
2019,1,3,21,0,101140,2.41
2019,1,3,21,15,101140,2.24
2019,1,3,21,30,101140,2.24
2019,1,3,21,45,101140,1.99
2019,1,3,22,0,101140,1.76
2019,1,3,22,15,101130,1.54
2019,1,3,22,30,101120,1.56
2019,1,3,22,45,101110,1.62
2019,1,3,23,0,101110,1.52
2019,1,3,23,15,101100,1.3900000000000001
2019,1,3,23,30,101100,1.21
2019,1,3,23,45,101100,1.1300000000000001
2019,1,4,0,0,101090,1.08
2019,1,4,0,15,101080,1.22
2019,1,4,0,30,101070,1.31
2019,1,4,0,45,101070,1.41
2019,1,4,1,0,101060,1.69
2019,1,4,1,15,101050,1.72
2019,1,4,1,30,101050,1.77
2019,1,4,1,45,101040,1.92
2019,1,4,2,0,101040,1.95
2019,1,4,2,15,101040,2.02
2019,1,4,2,30,101040,1.98
2019,1,4,2,45,101050,2.23
2019,1,4,3,0,101050,2.19
2019,1,4,3,15,101060,1.6400000000000001
2019,1,4,3,30,101070,1.92
2019,1,4,3,45,101090,1.74
2019,1,4,4,0,101100,1.71
2019,1,4,4,15,101100,2.13
2019,1,4,4,30,101100,2.39
2019,1,4,4,45,101110,2.6
2019,1,4,5,0,101110,3.04
2019,1,4,5,15,101130,2.97
2019,1,4,5,30,101150,3.0700000000000003
2019,1,4,5,45,101170,2.93
2019,1,4,6,0,101190,2.61
2019,1,4,6,15,101200,2.47
2019,1,4,6,30,101210,2.5100000000000002
2019,1,4,6,45,101230,2.47
2019,1,4,7,0,101240,2.7600000000000002
2019,1,4,7,15,101270,3.09
2019,1,4,7,30,101300,3.7
2019,1,4,7,45,101330,4.05
2019,1,4,8,0,101350,4.69
2019,1,4,8,15,101360,4.93
2019,1,4,8,30,101370,5.11
2019,1,4,8,45,101380,5.19
2019,1,4,9,0,101390,5.15
2019,1,4,9,15,101390,5.3500000000000005
2019,1,4,9,30,101400,5.36
2019,1,4,9,45,101400,5.49
2019,1,4,10,0,101400,5.3500000000000005
2019,1,4,10,15,101390,5.34
2019,1,4,10,30,101370,5.23
2019,1,4,10,45,101360,5.2
2019,1,4,11,0,101350,5.1000000000000005
2019,1,4,11,15,101340,5.23
2019,1,4,11,30,101330,5.21
2019,1,4,11,45,101310,5.29
2019,1,4,12,0,101300,5.15
2019,1,4,12,15,101280,5.25
2019,1,4,12,30,101250,5.19
2019,1,4,12,45,101230,5.38
2019,1,4,13,0,101200,5.16
2019,1,4,13,15,101190,5.14
2019,1,4,13,30,101170,4.99
2019,1,4,13,45,101150,5.03
2019,1,4,14,0,101130,4.87
2019,1,4,14,15,101110,4.92
2019,1,4,14,30,101100,4.7
2019,1,4,14,45,101090,4.73
2019,1,4,15,0,101080,4.62
2019,1,4,15,15,101070,4.67
2019,1,4,15,30,101070,4.54
2019,1,4,15,45,101070,4.55
2019,1,4,16,0,101070,4.3100000000000005
2019,1,4,16,15,101070,4.23
2019,1,4,16,30,101080,3.9
2019,1,4,16,45,101090,3.5500000000000003
2019,1,4,17,0,101100,2.94
2019,1,4,17,15,101110,2.5100000000000002
2019,1,4,17,30,101120,2.2600000000000002
2019,1,4,17,45,101140,2.18
2019,1,4,18,0,101150,2.06
2019,1,4,18,15,101160,1.96
2019,1,4,18,30,101160,1.92
2019,1,4,18,45,101170,1.97
2019,1,4,19,0,101180,1.92
2019,1,4,19,15,101190,1.79
2019,1,4,19,30,101200,1.67
2019,1,4,19,45,101210,1.54
2019,1,4,20,0,101220,1.44
2019,1,4,20,15,101220,1.1300000000000001
2019,1,4,20,30,101230,1
2019,1,4,20,45,101230,0.81
2019,1,4,21,0,101230,0.71
2019,1,4,21,15,101220,0.62
2019,1,4,21,30,101210,0.75
2019,1,4,21,45,101200,0.99
2019,1,4,22,0,101200,1.1500000000000001
2019,1,4,22,15,101190,1.25
2019,1,4,22,30,101180,1.19
2019,1,4,22,45,101170,1.09
2019,1,4,23,0,101160,1.1500000000000001
2019,1,4,23,15,101150,1.07
2019,1,4,23,30,101140,1
2019,1,4,23,45,101130,1.03
2019,1,5,0,0,101110,1.09
2019,1,5,0,15,101110,1.04
2019,1,5,0,30,101110,0.71
2019,1,5,0,45,101110,0.67
2019,1,5,1,0,101110,0.87
2019,1,5,1,15,101100,0.89
2019,1,5,1,30,101080,0.9400000000000001
2019,1,5,1,45,101070,0.85
2019,1,5,2,0,101060,0.79
2019,1,5,2,15,101060,0.84
2019,1,5,2,30,101060,0.89
2019,1,5,2,45,101050,1.07
2019,1,5,3,0,101050,1.09
2019,1,5,3,15,101050,1
2019,1,5,3,30,101040,0.91
2019,1,5,3,45,101040,1.06
2019,1,5,4,0,101040,1.18
2019,1,5,4,15,101030,1.28
2019,1,5,4,30,101030,1.16
2019,1,5,4,45,101020,1.34
2019,1,5,5,0,101020,1.51
2019,1,5,5,15,101030,1.71
2019,1,5,5,30,101040,1.84
2019,1,5,5,45,101050,1.76
2019,1,5,6,0,101070,1.48
2019,1,5,6,15,101080,1.11
2019,1,5,6,30,101090,1.08
2019,1,5,6,45,101100,1.24
2019,1,5,7,0,101120,1.56
2019,1,5,7,15,101140,2.0100000000000002
2019,1,5,7,30,101150,2.65
2019,1,5,7,45,101170,3.19
2019,1,5,8,0,101190,3.39
2019,1,5,8,15,101200,3.56
2019,1,5,8,30,101210,3.85
2019,1,5,8,45,101230,4.18
2019,1,5,9,0,101240,4.17
2019,1,5,9,15,101240,4.39
2019,1,5,9,30,101240,4.48
2019,1,5,9,45,101240,4.65
2019,1,5,10,0,101240,4.69
2019,1,5,10,15,101220,4.7700000000000005
2019,1,5,10,30,101210,4.76
2019,1,5,10,45,101200,4.72
2019,1,5,11,0,101190,4.67
2019,1,5,11,15,101160,4.92
2019,1,5,11,30,101140,5
2019,1,5,11,45,101120,5.16
2019,1,5,12,0,101090,5.38
2019,1,5,12,15,101080,5.4
2019,1,5,12,30,101060,5.3100000000000005
2019,1,5,12,45,101040,5.3
2019,1,5,13,0,101030,5.17
2019,1,5,13,15,101010,5.24
2019,1,5,13,30,100990,5.19
2019,1,5,13,45,100970,5.2
2019,1,5,14,0,100950,5.21
2019,1,5,14,15,100940,5.2
2019,1,5,14,30,100930,5.0600000000000005
2019,1,5,14,45,100930,5.0200000000000005
2019,1,5,15,0,100920,4.91
2019,1,5,15,15,100930,4.91
2019,1,5,15,30,100930,4.78
2019,1,5,15,45,100930,4.55
2019,1,5,16,0,100930,4.25
2019,1,5,16,15,100940,4.11
2019,1,5,16,30,100940,3.5500000000000003
2019,1,5,16,45,100950,3.21
2019,1,5,17,0,100950,2.74
2019,1,5,17,15,100960,2.41
2019,1,5,17,30,100980,2.17
2019,1,5,17,45,100990,2.1
2019,1,5,18,0,101000,2.21
2019,1,5,18,15,101010,2.07
2019,1,5,18,30,101020,2
2019,1,5,18,45,101030,2.0300000000000002
2019,1,5,19,0,101040,2.12
2019,1,5,19,15,101050,2.07
2019,1,5,19,30,101070,2.11
2019,1,5,19,45,101080,2.15
2019,1,5,20,0,101090,2.05
2019,1,5,20,15,101100,2.04
2019,1,5,20,30,101100,2.04
2019,1,5,20,45,101100,2.07
2019,1,5,21,0,101110,2.11
2019,1,5,21,15,101100,2.21
2019,1,5,21,30,101100,2.23
2019,1,5,21,45,101100,2.27
2019,1,5,22,0,101100,2.33
2019,1,5,22,15,101080,2.43
2019,1,5,22,30,101070,2.5
2019,1,5,22,45,101060,2.61
2019,1,5,23,0,101040,2.61
2019,1,5,23,15,101040,2.57
2019,1,5,23,30,101030,2.57
2019,1,5,23,45,101030,2.52
2019,1,6,0,0,101020,2.45
2019,1,6,0,15,101010,2.32
2019,1,6,0,30,101000,2.25
2019,1,6,0,45,100980,2.24
2019,1,6,1,0,100970,2.12
2019,1,6,1,15,100960,2.05
2019,1,6,1,30,100950,2.08
2019,1,6,1,45,100940,2.13
2019,1,6,2,0,100930,2.06
2019,1,6,2,15,100920,2.1
2019,1,6,2,30,100910,2.18
2019,1,6,2,45,100910,2.19
2019,1,6,3,0,100900,2.31
2019,1,6,3,15,100900,2.32
2019,1,6,3,30,100890,2.52
2019,1,6,3,45,100890,2.63
2019,1,6,4,0,100880,2.85
2019,1,6,4,15,100890,2.98
2019,1,6,4,30,100900,2.91
2019,1,6,4,45,100900,2.95
2019,1,6,5,0,100910,3.0100000000000002
2019,1,6,5,15,100920,3.0100000000000002
2019,1,6,5,30,100930,2.99
2019,1,6,5,45,100950,2.98
2019,1,6,6,0,100960,2.95
2019,1,6,6,15,100970,2.97
2019,1,6,6,30,100980,2.8000000000000003
2019,1,6,6,45,101000,2.72
2019,1,6,7,0,101010,2.74
2019,1,6,7,15,101020,3.12
2019,1,6,7,30,101030,3.5
2019,1,6,7,45,101050,3.97
2019,1,6,8,0,101060,4.29
2019,1,6,8,15,101080,4.37
2019,1,6,8,30,101100,4.5200000000000005
2019,1,6,8,45,101120,4.75
2019,1,6,9,0,101140,4.89
2019,1,6,9,15,101130,4.96
2019,1,6,9,30,101130,5.0200000000000005
2019,1,6,9,45,101130,5.14
2019,1,6,10,0,101130,5.03
2019,1,6,10,15,101110,5.11
2019,1,6,10,30,101090,5.09
2019,1,6,10,45,101080,4.99
2019,1,6,11,0,101060,4.95
2019,1,6,11,15,101040,5.08
2019,1,6,11,30,101020,5.03
2019,1,6,11,45,101000,5
2019,1,6,12,0,100980,5.08
2019,1,6,12,15,100960,5.2700000000000005
2019,1,6,12,30,100940,5.32
2019,1,6,12,45,100930,5.37
2019,1,6,13,0,100910,5.54
2019,1,6,13,15,100900,5.71
2019,1,6,13,30,100880,5.8500000000000005
2019,1,6,13,45,100860,6
2019,1,6,14,0,100840,6.140000000000001
2019,1,6,14,15,100840,6.25
2019,1,6,14,30,100830,6.24
2019,1,6,14,45,100830,6.2
2019,1,6,15,0,100830,6.04
2019,1,6,15,15,100830,6.2
2019,1,6,15,30,100830,6
2019,1,6,15,45,100830,5.72
2019,1,6,16,0,100840,5.51
2019,1,6,16,15,100850,5.14
2019,1,6,16,30,100870,4.76
2019,1,6,16,45,100890,4.43
2019,1,6,17,0,100910,4.14
2019,1,6,17,15,100910,3.98
2019,1,6,17,30,100910,3.97
2019,1,6,17,45,100910,3.94
2019,1,6,18,0,100910,3.8000000000000003
2019,1,6,18,15,100910,3.8000000000000003
2019,1,6,18,30,100910,3.58
2019,1,6,18,45,100920,3.65
2019,1,6,19,0,100920,3.81
2019,1,6,19,15,100940,3.75
2019,1,6,19,30,100950,3.69
2019,1,6,19,45,100970,3.8200000000000003
2019,1,6,20,0,100980,3.9
2019,1,6,20,15,100990,3.63
2019,1,6,20,30,100990,3.62
2019,1,6,20,45,100990,3.4
2019,1,6,21,0,100990,3.33
2019,1,6,21,15,100990,3.25
2019,1,6,21,30,100990,3.37
2019,1,6,21,45,100980,3.2600000000000002
2019,1,6,22,0,100980,3.2800000000000002
2019,1,6,22,15,100970,3.33
2019,1,6,22,30,100960,3.2600000000000002
2019,1,6,22,45,100950,3.31
2019,1,6,23,0,100940,3.41
2019,1,6,23,15,100930,3.4
2019,1,6,23,30,100920,3.54
2019,1,6,23,45,100920,3.66
2019,1,7,0,0,100910,3.54
2019,1,7,0,15,100900,3.42
2019,1,7,0,30,100890,3.25
2019,1,7,0,45,100880,2.95
2019,1,7,1,0,100870,2.7
2019,1,7,1,15,100870,2.41
2019,1,7,1,30,100870,2.04
2019,1,7,1,45,100860,1.8
2019,1,7,2,0,100860,1.68
2019,1,7,2,15,100850,1.61
2019,1,7,2,30,100850,1.74
2019,1,7,2,45,100840,1.9000000000000001
2019,1,7,3,0,100840,1.87
2019,1,7,3,15,100840,1.85
2019,1,7,3,30,100840,1.8800000000000001
2019,1,7,3,45,100840,1.96
2019,1,7,4,0,100840,1.92
2019,1,7,4,15,100850,1.8800000000000001
2019,1,7,4,30,100860,1.72
2019,1,7,4,45,100870,1.71
2019,1,7,5,0,100880,1.57
2019,1,7,5,15,100890,1.46
2019,1,7,5,30,100910,1.53
2019,1,7,5,45,100930,1.43
2019,1,7,6,0,100940,1.35
2019,1,7,6,15,100960,1.29
2019,1,7,6,30,100970,1.23
2019,1,7,6,45,100980,1.07
2019,1,7,7,0,101000,1.19
2019,1,7,7,15,101010,1.49
2019,1,7,7,30,101020,1.72
2019,1,7,7,45,101030,2.04
2019,1,7,8,0,101040,2.49
2019,1,7,8,15,101050,3.09
2019,1,7,8,30,101070,3.83
2019,1,7,8,45,101080,4.62
2019,1,7,9,0,101090,4.84
2019,1,7,9,15,101080,5.22
2019,1,7,9,30,101080,5.3
2019,1,7,9,45,101080,5.4
2019,1,7,10,0,101070,5.28
2019,1,7,10,15,101060,5.15
2019,1,7,10,30,101040,5.04
2019,1,7,10,45,101020,5.17
2019,1,7,11,0,101010,5.15
2019,1,7,11,15,101000,5.23
2019,1,7,11,30,101000,5.2700000000000005
2019,1,7,11,45,100990,5.3500000000000005
2019,1,7,12,0,100980,5.32
2019,1,7,12,15,100960,5.4
2019,1,7,12,30,100940,5.41
2019,1,7,12,45,100910,5.45
2019,1,7,13,0,100890,5.46
2019,1,7,13,15,100870,5.53
2019,1,7,13,30,100850,5.51
2019,1,7,13,45,100830,5.5200000000000005
2019,1,7,14,0,100810,5.57
2019,1,7,14,15,100810,5.68
2019,1,7,14,30,100810,5.61
2019,1,7,14,45,100810,5.69
2019,1,7,15,0,100810,5.61
2019,1,7,15,15,100810,5.5600000000000005
2019,1,7,15,30,100810,5.49
2019,1,7,15,45,100810,5.3500000000000005
2019,1,7,16,0,100800,5.25
2019,1,7,16,15,100810,4.98
2019,1,7,16,30,100820,4.78
2019,1,7,16,45,100830,4.26
2019,1,7,17,0,100840,3.83
2019,1,7,17,15,100850,3.54
2019,1,7,17,30,100860,3.21
2019,1,7,17,45,100860,2.85
2019,1,7,18,0,100870,2.77
2019,1,7,18,15,100880,2.5
2019,1,7,18,30,100890,2.33
2019,1,7,18,45,100900,2.14
2019,1,7,19,0,100900,1.96
2019,1,7,19,15,100920,1.8800000000000001
2019,1,7,19,30,100940,1.87
2019,1,7,19,45,100950,1.86
2019,1,7,20,0,100970,1.92
2019,1,7,20,15,100960,1.96
2019,1,7,20,30,100960,2
2019,1,7,20,45,100960,2.06
2019,1,7,21,0,100950,2.19
2019,1,7,21,15,100960,2.35
2019,1,7,21,30,100970,2.46
2019,1,7,21,45,100980,2.5300000000000002
2019,1,7,22,0,100990,2.36
2019,1,7,22,15,100970,1.92
2019,1,7,22,30,100950,1.73
2019,1,7,22,45,100920,1.84
2019,1,7,23,0,100900,1.87
2019,1,7,23,15,100900,1.94
2019,1,7,23,30,100900,2.0100000000000002
2019,1,7,23,45,100900,1.9100000000000001
2019,1,8,0,0,100910,1.72
2019,1,8,0,15,100900,1.6600000000000001
2019,1,8,0,30,100890,1.52
2019,1,8,0,45,100880,1.44
2019,1,8,1,0,100870,1.43
2019,1,8,1,15,100860,1.32
2019,1,8,1,30,100860,1.06
2019,1,8,1,45,100850,0.89
2019,1,8,2,0,100840,1.07
2019,1,8,2,15,100830,1.24
2019,1,8,2,30,100820,1.27
2019,1,8,2,45,100820,1.41
2019,1,8,3,0,100810,1.72
2019,1,8,3,15,100820,1.78
2019,1,8,3,30,100830,1.72
2019,1,8,3,45,100840,1.68
2019,1,8,4,0,100850,1.74
2019,1,8,4,15,100850,1.84
2019,1,8,4,30,100860,1.95
2019,1,8,4,45,100860,2.08
2019,1,8,5,0,100860,2.22
2019,1,8,5,15,100870,2.16
2019,1,8,5,30,100890,2.12
2019,1,8,5,45,100900,2.16
2019,1,8,6,0,100910,1.8800000000000001
2019,1,8,6,15,100920,1.71
2019,1,8,6,30,100930,1.27
2019,1,8,6,45,100950,1.05
2019,1,8,7,0,100960,1.08
2019,1,8,7,15,100980,1.35
2019,1,8,7,30,101000,1.51
2019,1,8,7,45,101020,1.92
2019,1,8,8,0,101040,2.82
2019,1,8,8,15,101040,3.09
2019,1,8,8,30,101050,3.2800000000000002
2019,1,8,8,45,101050,4.0600000000000005
2019,1,8,9,0,101050,4.36
2019,1,8,9,15,101040,4.17
2019,1,8,9,30,101030,3.7800000000000002
2019,1,8,9,45,101020,3.33
2019,1,8,10,0,101010,3.41
2019,1,8,10,15,101000,3.5
2019,1,8,10,30,100990,3.94
2019,1,8,10,45,100980,4.3
2019,1,8,11,0,100970,4.69
2019,1,8,11,15,100950,4.98
2019,1,8,11,30,100930,5.08
2019,1,8,11,45,100910,5.01
2019,1,8,12,0,100890,5.01
2019,1,8,12,15,100870,4.98
2019,1,8,12,30,100850,4.79
2019,1,8,12,45,100830,4.8100000000000005
2019,1,8,13,0,100810,4.7
2019,1,8,13,15,100790,4.67
2019,1,8,13,30,100780,4.5
2019,1,8,13,45,100770,4.45
2019,1,8,14,0,100760,4.3500000000000005
2019,1,8,14,15,100750,4.36
2019,1,8,14,30,100740,4.23
2019,1,8,14,45,100730,4.17
2019,1,8,15,0,100720,4.2
2019,1,8,15,15,100720,4.19
2019,1,8,15,30,100730,4.04
2019,1,8,15,45,100730,3.7800000000000002
2019,1,8,16,0,100740,3.59
2019,1,8,16,15,100750,3.36
2019,1,8,16,30,100770,3.0700000000000003
2019,1,8,16,45,100780,2.85
2019,1,8,17,0,100790,2.73
2019,1,8,17,15,100800,2.54
2019,1,8,17,30,100810,2.46
2019,1,8,17,45,100820,2.59
