SiteID,470548,Site Timezone,8,Data Timezone,8,Longitude,121.28936,Latitude,14.181038
Year,Month,Day,Hour,Minute,surface air pressure (Pa),wind speed at 10m (m/s)
2021,1,2,17,0,100520,4.51
2021,1,2,17,15,100530,4.24
2021,1,2,17,30,100540,4.13
2021,1,2,17,45,100550,3.77
2021,1,2,18,0,100560,3.56
2021,1,2,18,15,100570,3.46
2021,1,2,18,30,100580,3.42
2021,1,2,18,45,100580,3.15
2021,1,2,19,0,100590,2.82
2021,1,2,19,15,100590,2.6
2021,1,2,19,30,100600,2.36
2021,1,2,19,45,100610,2.12
2021,1,2,20,0,100620,2.11
2021,1,2,20,15,100620,1.72
2021,1,2,20,30,100630,1.56
2021,1,2,20,45,100630,1.52
2021,1,2,21,0,100630,1.37
2021,1,2,21,15,100640,1.27
2021,1,2,21,30,100640,1.19
2021,1,2,21,45,100650,1.1
2021,1,2,22,0,100650,1.12
2021,1,2,22,15,100640,1.19
2021,1,2,22,30,100630,1.34
2021,1,2,22,45,100630,1.45
2021,1,2,23,0,100620,1.67
2021,1,2,23,15,100610,1.68
2021,1,2,23,30,100600,1.86
2021,1,2,23,45,100590,2.1
2021,1,3,0,0,100580,2.33
2021,1,3,0,15,100570,2.19
2021,1,3,0,30,100560,2.18
2021,1,3,0,45,100540,2.29
2021,1,3,1,0,100530,2.31
2021,1,3,1,15,100520,2.41
2021,1,3,1,30,100510,2.54
2021,1,3,1,45,100500,2.2
2021,1,3,2,0,100490,2.15
2021,1,3,2,15,100490,2.24
2021,1,3,2,30,100490,2.35
2021,1,3,2,45,100490,2.77
2021,1,3,3,0,100490,2.99
2021,1,3,3,15,100490,2.57
2021,1,3,3,30,100500,2.9
2021,1,3,3,45,100500,3.13
2021,1,3,4,0,100500,3.41
2021,1,3,4,15,100510,3.25
2021,1,3,4,30,100520,2.99
2021,1,3,4,45,100540,2.7800000000000002
2021,1,3,5,0,100550,2.84
2021,1,3,5,15,100570,2.71
2021,1,3,5,30,100580,2.77
2021,1,3,5,45,100600,2.45
2021,1,3,6,0,100620,2.22
2021,1,3,6,15,100630,1.84
2021,1,3,6,30,100640,1.73
2021,1,3,6,45,100650,1.73
2021,1,3,7,0,100660,1.95
2021,1,3,7,15,100670,2.04
2021,1,3,7,30,100670,2.65
2021,1,3,7,45,100680,3.04
2021,1,3,8,0,100680,3.59
2021,1,3,8,15,100690,4.3
2021,1,3,8,30,100700,5.01
2021,1,3,8,45,100700,5.76
2021,1,3,9,0,100710,6.09
2021,1,3,9,15,100710,6.21
2021,1,3,9,30,100710,6.26
2021,1,3,9,45,100710,6.16
2021,1,3,10,0,100710,6.08
2021,1,3,10,15,100680,6.11
2021,1,3,10,30,100660,6.17
2021,1,3,10,45,100640,6.13
2021,1,3,11,0,100610,6.26
2021,1,3,11,15,100600,6.2
2021,1,3,11,30,100580,6.18
2021,1,3,11,45,100570,6.16
2021,1,3,12,0,100560,6.03
2021,1,3,12,15,100550,5.92
2021,1,3,12,30,100540,5.67
2021,1,3,12,45,100530,5.44
2021,1,3,13,0,100530,5.23
2021,1,3,13,15,100520,5.03
2021,1,3,13,30,100510,4.5600000000000005
2021,1,3,13,45,100510,4.2
2021,1,3,14,0,100500,3.99
2021,1,3,14,15,100500,3.74
2021,1,3,14,30,100500,3.54
2021,1,3,14,45,100500,3.18
2021,1,3,15,0,100510,3.08
2021,1,3,15,15,100500,2.5100000000000002
2021,1,3,15,30,100490,1.85
2021,1,3,15,45,100490,1.32
2021,1,3,16,0,100480,1.22
2021,1,3,16,15,100490,0.97
2021,1,3,16,30,100490,1.49
2021,1,3,16,45,100490,1.74
2021,1,3,17,0,100500,2.06
2021,1,3,17,15,100510,2.14
2021,1,3,17,30,100520,1.96
2021,1,3,17,45,100530,1.95
2021,1,3,18,0,100540,1.51
2021,1,3,18,15,100560,1.4000000000000001
2021,1,3,18,30,100570,1.48
2021,1,3,18,45,100580,1.48
2021,1,3,19,0,100590,1.3900000000000001
2021,1,3,19,15,100590,1.52
2021,1,3,19,30,100590,1.86
2021,1,3,19,45,100590,2.08
2021,1,3,20,0,100590,2.42
2021,1,3,20,15,100600,2.66
2021,1,3,20,30,100610,2.7800000000000002
2021,1,3,20,45,100610,2.95
2021,1,3,21,0,100620,2.97
2021,1,3,21,15,100630,2.87
2021,1,3,21,30,100640,2.91
2021,1,3,21,45,100650,2.7600000000000002
2021,1,3,22,0,100660,2.5
2021,1,3,22,15,100640,2.2
2021,1,3,22,30,100630,2.43
2021,1,3,22,45,100610,2.32
2021,1,3,23,0,100600,2.24
2021,1,3,23,15,100590,2.15
2021,1,3,23,30,100590,2
2021,1,3,23,45,100580,1.9100000000000001
2021,1,4,0,0,100580,1.76
2021,1,4,0,15,100570,1.78
2021,1,4,0,30,100550,2.02
2021,1,4,0,45,100540,2.32
2021,1,4,1,0,100530,2.56
2021,1,4,1,15,100520,2.5300000000000002
2021,1,4,1,30,100510,2.43
2021,1,4,1,45,100510,2.08
2021,1,4,2,0,100500,1.7
2021,1,4,2,15,100500,1.77
2021,1,4,2,30,100500,1.8900000000000001
2021,1,4,2,45,100500,2.0300000000000002
2021,1,4,3,0,100500,2.12
2021,1,4,3,15,100490,1.86
2021,1,4,3,30,100490,1.8900000000000001
2021,1,4,3,45,100480,2.08
2021,1,4,4,0,100480,2.02
2021,1,4,4,15,100490,1.85
2021,1,4,4,30,100490,2
2021,1,4,4,45,100500,1.8
2021,1,4,5,0,100510,1.96
2021,1,4,5,15,100530,1.8800000000000001
2021,1,4,5,30,100540,1.75
2021,1,4,5,45,100550,1.75
2021,1,4,6,0,100570,1.82
2021,1,4,6,15,100590,1.92
2021,1,4,6,30,100610,2.08
2021,1,4,6,45,100630,1.81
2021,1,4,7,0,100650,1.7
2021,1,4,7,15,100650,1.74
2021,1,4,7,30,100660,1.96
2021,1,4,7,45,100670,1.96
2021,1,4,8,0,100680,2.14
2021,1,4,8,15,100690,2.0100000000000002
2021,1,4,8,30,100690,2.17
2021,1,4,8,45,100700,2.09
2021,1,4,9,0,100710,2.2
2021,1,4,9,15,100710,2.32
2021,1,4,9,30,100700,2.35
2021,1,4,9,45,100700,2.5500000000000003
2021,1,4,10,0,100700,2.69
2021,1,4,10,15,100680,2.84
2021,1,4,10,30,100670,3.13
2021,1,4,10,45,100650,3.68
2021,1,4,11,0,100630,3.7800000000000002
2021,1,4,11,15,100620,3.86
2021,1,4,11,30,100610,3.93
2021,1,4,11,45,100600,4.07
2021,1,4,12,0,100580,4.05
2021,1,4,12,15,100560,4.19
2021,1,4,12,30,100540,4.13
2021,1,4,12,45,100520,4.4
2021,1,4,13,0,100490,4.34
2021,1,4,13,15,100480,4.32
2021,1,4,13,30,100460,4.18
2021,1,4,13,45,100450,4.11
2021,1,4,14,0,100430,4.0200000000000005
2021,1,4,14,15,100420,4
2021,1,4,14,30,100400,3.7
2021,1,4,14,45,100390,4.0600000000000005
2021,1,4,15,0,100380,4.0600000000000005
2021,1,4,15,15,100380,4.08
2021,1,4,15,30,100380,3.77
2021,1,4,15,45,100380,3.77
2021,1,4,16,0,100380,3.5300000000000002
2021,1,4,16,15,100390,3.46
2021,1,4,16,30,100410,3.3200000000000003
2021,1,4,16,45,100430,3.0300000000000002
2021,1,4,17,0,100440,2.7
2021,1,4,17,15,100460,2.54
2021,1,4,17,30,100480,2.15
2021,1,4,17,45,100500,2.12
2021,1,4,18,0,100520,2.02
2021,1,4,18,15,100530,1.84
2021,1,4,18,30,100540,1.78
2021,1,4,18,45,100550,1.6600000000000001
2021,1,4,19,0,100570,1.72
2021,1,4,19,15,100580,1.8
2021,1,4,19,30,100590,1.8900000000000001
2021,1,4,19,45,100600,2.2
2021,1,4,20,0,100620,2.13
2021,1,4,20,15,100620,2
2021,1,4,20,30,100620,1.78
2021,1,4,20,45,100620,1.87
2021,1,4,21,0,100620,1.8800000000000001
2021,1,4,21,15,100630,1.78
2021,1,4,21,30,100640,1.57
2021,1,4,21,45,100640,1.68
2021,1,4,22,0,100650,1.6
2021,1,4,22,15,100630,1.6400000000000001
2021,1,4,22,30,100610,1.78
2021,1,4,22,45,100600,1.78
2021,1,4,23,0,100580,1.8800000000000001
2021,1,4,23,15,100580,1.98
2021,1,4,23,30,100590,1.8800000000000001
2021,1,4,23,45,100590,1.84
2021,1,5,0,0,100590,1.86
2021,1,5,0,15,100580,1.86
2021,1,5,0,30,100570,1.85
2021,1,5,0,45,100550,1.69
2021,1,5,1,0,100540,1.71
2021,1,5,1,15,100530,1.6400000000000001
2021,1,5,1,30,100520,1.6400000000000001
2021,1,5,1,45,100510,1.58
2021,1,5,2,0,100500,1.55
2021,1,5,2,15,100500,1.52
2021,1,5,2,30,100490,1.6400000000000001
2021,1,5,2,45,100480,1.75
2021,1,5,3,0,100480,1.81
2021,1,5,3,15,100480,1.72
2021,1,5,3,30,100480,1.6500000000000001
2021,1,5,3,45,100480,1.6
2021,1,5,4,0,100490,1.5
2021,1,5,4,15,100500,1.45
2021,1,5,4,30,100510,1.48
2021,1,5,4,45,100510,1.55
2021,1,5,5,0,100520,1.56
2021,1,5,5,15,100540,1.52
2021,1,5,5,30,100560,1.35
2021,1,5,5,45,100570,1.35
2021,1,5,6,0,100590,1.3900000000000001
2021,1,5,6,15,100600,1.25
2021,1,5,6,30,100610,1.25
2021,1,5,6,45,100620,1.18
2021,1,5,7,0,100640,1.07
2021,1,5,7,15,100650,1.02
2021,1,5,7,30,100660,1.06
2021,1,5,7,45,100680,1.34
2021,1,5,8,0,100690,1.74
2021,1,5,8,15,100690,2
2021,1,5,8,30,100700,2.12
2021,1,5,8,45,100700,2.31
2021,1,5,9,0,100710,2.69
2021,1,5,9,15,100700,2.97
2021,1,5,9,30,100700,3.19
2021,1,5,9,45,100690,3.39
2021,1,5,10,0,100690,3.46
2021,1,5,10,15,100680,3.72
2021,1,5,10,30,100660,3.86
2021,1,5,10,45,100650,3.94
2021,1,5,11,0,100640,4.49
2021,1,5,11,15,100630,4.75
2021,1,5,11,30,100610,4.48
2021,1,5,11,45,100600,4.57
2021,1,5,12,0,100590,3.91
2021,1,5,12,15,100560,3.5700000000000003
2021,1,5,12,30,100530,3.36
2021,1,5,12,45,100500,3.46
2021,1,5,13,0,100480,3.44
2021,1,5,13,15,100460,3.41
2021,1,5,13,30,100440,3.16
2021,1,5,13,45,100430,2.75
2021,1,5,14,0,100410,3.23
2021,1,5,14,15,100410,3.14
2021,1,5,14,30,100410,3.15
2021,1,5,14,45,100400,3.27
2021,1,5,15,0,100400,3.54
2021,1,5,15,15,100410,3.8000000000000003
2021,1,5,15,30,100410,4.03
2021,1,5,15,45,100420,3.98
2021,1,5,16,0,100420,3.48
2021,1,5,16,15,100430,3.62
2021,1,5,16,30,100430,3.5100000000000002
2021,1,5,16,45,100440,3.2600000000000002
2021,1,5,17,0,100440,3.04
2021,1,5,17,15,100460,2.81
2021,1,5,17,30,100470,2.73
2021,1,5,17,45,100490,2.59
2021,1,5,18,0,100500,2.5300000000000002
2021,1,5,18,15,100510,2.58
2021,1,5,18,30,100520,2.42
2021,1,5,18,45,100530,2.39
2021,1,5,19,0,100540,2.32
2021,1,5,19,15,100550,2.52
2021,1,5,19,30,100560,2.5300000000000002
2021,1,5,19,45,100570,2.5
2021,1,5,20,0,100580,2.5100000000000002
2021,1,5,20,15,100580,2.59
2021,1,5,20,30,100590,2.68
2021,1,5,20,45,100600,2.77
2021,1,5,21,0,100610,2.66
2021,1,5,21,15,100610,2.5100000000000002
2021,1,5,21,30,100620,2.29
2021,1,5,21,45,100620,2.14
2021,1,5,22,0,100620,2.12
2021,1,5,22,15,100610,2.16
2021,1,5,22,30,100610,1.93
2021,1,5,22,45,100600,1.71
2021,1,5,23,0,100590,1.5
2021,1,5,23,15,100590,1.3800000000000001
2021,1,5,23,30,100580,1.19
2021,1,5,23,45,100580,1.1500000000000001
2021,1,6,0,0,100570,1.12
2021,1,6,0,15,100570,1.11
2021,1,6,0,30,100560,1.23
2021,1,6,0,45,100560,1.3800000000000001
2021,1,6,1,0,100550,1.3800000000000001
2021,1,6,1,15,100540,1.42
2021,1,6,1,30,100530,1.44
2021,1,6,1,45,100520,1.3800000000000001
2021,1,6,2,0,100510,1.3900000000000001
2021,1,6,2,15,100510,1.35
2021,1,6,2,30,100500,1.31
2021,1,6,2,45,100500,1.3800000000000001
2021,1,6,3,0,100500,1.48
2021,1,6,3,15,100500,1.69
2021,1,6,3,30,100500,1.71
2021,1,6,3,45,100500,1.75
2021,1,6,4,0,100490,1.78
2021,1,6,4,15,100500,1.8
2021,1,6,4,30,100500,1.85
2021,1,6,4,45,100510,1.73
2021,1,6,5,0,100510,1.78
2021,1,6,5,15,100530,1.87
2021,1,6,5,30,100550,1.86
2021,1,6,5,45,100560,1.79
2021,1,6,6,0,100580,1.83
2021,1,6,6,15,100590,1.71
2021,1,6,6,30,100600,1.52
2021,1,6,6,45,100620,1.35
2021,1,6,7,0,100630,1.17
2021,1,6,7,15,100640,1.11
2021,1,6,7,30,100650,1.01
2021,1,6,7,45,100670,1.3800000000000001
2021,1,6,8,0,100680,1.83
2021,1,6,8,15,100680,2.2800000000000002
2021,1,6,8,30,100680,2.6
2021,1,6,8,45,100680,3.04
2021,1,6,9,0,100680,3.42
2021,1,6,9,15,100670,3.61
2021,1,6,9,30,100660,3.65
2021,1,6,9,45,100640,3.67
2021,1,6,10,0,100630,3.64
2021,1,6,10,15,100620,3.66
2021,1,6,10,30,100610,3.5300000000000002
2021,1,6,10,45,100600,3.64
2021,1,6,11,0,100590,3.62
2021,1,6,11,15,100570,3.73
2021,1,6,11,30,100560,3.7600000000000002
2021,1,6,11,45,100540,3.7800000000000002
2021,1,6,12,0,100520,3.71
2021,1,6,12,15,100490,3.84
2021,1,6,12,30,100460,3.87
2021,1,6,12,45,100430,3.9
2021,1,6,13,0,100400,3.83
2021,1,6,13,15,100380,3.97
2021,1,6,13,30,100370,4.03
2021,1,6,13,45,100360,4.26
2021,1,6,14,0,100350,4.3500000000000005
2021,1,6,14,15,100340,4.42
2021,1,6,14,30,100330,4.39
2021,1,6,14,45,100320,4.3500000000000005
2021,1,6,15,0,100310,4.22
2021,1,6,15,15,100310,4.03
2021,1,6,15,30,100310,3.7800000000000002
2021,1,6,15,45,100310,3.54
2021,1,6,16,0,100320,3.13
2021,1,6,16,15,100330,3.18
2021,1,6,16,30,100340,3.14
2021,1,6,16,45,100350,2.92
2021,1,6,17,0,100360,2.75
2021,1,6,17,15,100370,2.57
2021,1,6,17,30,100380,2.31
2021,1,6,17,45,100390,2.2800000000000002
2021,1,6,18,0,100400,2.2
2021,1,6,18,15,100410,1.92
2021,1,6,18,30,100420,1.8900000000000001
2021,1,6,18,45,100430,1.84
2021,1,6,19,0,100440,1.57
2021,1,6,19,15,100440,1.71
2021,1,6,19,30,100450,1.48
2021,1,6,19,45,100460,1.35
2021,1,6,20,0,100460,1.52
2021,1,6,20,15,100470,1.54
2021,1,6,20,30,100480,1.48
2021,1,6,20,45,100490,1.36
2021,1,6,21,0,100500,1.3
2021,1,6,21,15,100500,1.25
2021,1,6,21,30,100500,1.2
2021,1,6,21,45,100500,1.17
2021,1,6,22,0,100500,1.08
2021,1,6,22,15,100490,0.98
2021,1,6,22,30,100490,1.19
2021,1,6,22,45,100480,1.33
2021,1,6,23,0,100470,1.62
2021,1,6,23,15,100470,1.82
2021,1,6,23,30,100470,1.79
2021,1,6,23,45,100460,1.48
2021,1,7,0,0,100460,1.37
2021,1,7,0,15,100460,1.62
2021,1,7,0,30,100450,1.52
2021,1,7,0,45,100440,1.61
2021,1,7,1,0,100440,1.6300000000000001
2021,1,7,1,15,100420,1.56
2021,1,7,1,30,100410,1.48
2021,1,7,1,45,100390,1.52
2021,1,7,2,0,100380,1.55
2021,1,7,2,15,100380,1.51
2021,1,7,2,30,100380,1.42
2021,1,7,2,45,100370,1.59
2021,1,7,3,0,100370,1.58
2021,1,7,3,15,100370,1.49
2021,1,7,3,30,100370,1.47
2021,1,7,3,45,100370,1.46
2021,1,7,4,0,100370,1.47
2021,1,7,4,15,100380,1.53
2021,1,7,4,30,100390,1.49
2021,1,7,4,45,100400,1.55
2021,1,7,5,0,100410,1.55
2021,1,7,5,15,100430,1.6600000000000001
2021,1,7,5,30,100440,1.76
2021,1,7,5,45,100460,1.75
2021,1,7,6,0,100470,1.8
2021,1,7,6,15,100490,1.96
2021,1,7,6,30,100500,2.07
2021,1,7,6,45,100520,2.14
2021,1,7,7,0,100540,2.2600000000000002
2021,1,7,7,15,100550,2.2
2021,1,7,7,30,100560,2.46
2021,1,7,7,45,100570,2.73
2021,1,7,8,0,100580,2.88
2021,1,7,8,15,100590,3.25
2021,1,7,8,30,100610,3.39
2021,1,7,8,45,100620,3.58
2021,1,7,9,0,100640,3.7600000000000002
2021,1,7,9,15,100630,3.94
2021,1,7,9,30,100630,4.0200000000000005
2021,1,7,9,45,100620,4.18
2021,1,7,10,0,100610,4.28
2021,1,7,10,15,100600,4.39
2021,1,7,10,30,100590,4.43
2021,1,7,10,45,100580,4.5600000000000005
2021,1,7,11,0,100570,4.61
2021,1,7,11,15,100550,4.69
2021,1,7,11,30,100520,4.71
2021,1,7,11,45,100500,4.75
2021,1,7,12,0,100480,4.74
2021,1,7,12,15,100460,4.83
2021,1,7,12,30,100440,4.89
2021,1,7,12,45,100420,4.89
2021,1,7,13,0,100400,4.95
2021,1,7,13,15,100380,4.95
2021,1,7,13,30,100360,4.91
2021,1,7,13,45,100340,5
2021,1,7,14,0,100320,5.0200000000000005
2021,1,7,14,15,100310,4.99
2021,1,7,14,30,100310,4.89
2021,1,7,14,45,100300,4.8100000000000005
2021,1,7,15,0,100300,4.69
2021,1,7,15,15,100300,4.75
2021,1,7,15,30,100310,4.65
2021,1,7,15,45,100320,4.6000000000000005
2021,1,7,16,0,100320,4.42
2021,1,7,16,15,100330,4.25
2021,1,7,16,30,100340,3.85
2021,1,7,16,45,100350,3.5700000000000003
2021,1,7,17,0,100350,3.35
2021,1,7,17,15,100370,3.0300000000000002
2021,1,7,17,30,100380,2.81
2021,1,7,17,45,100390,2.72
2021,1,7,18,0,100400,2.68
2021,1,7,18,15,100420,2.77
2021,1,7,18,30,100430,2.85
2021,1,7,18,45,100450,2.69
2021,1,7,19,0,100460,2.75
2021,1,7,19,15,100470,2.8000000000000003
2021,1,7,19,30,100480,2.74
2021,1,7,19,45,100490,2.81
2021,1,7,20,0,100500,2.9
2021,1,7,20,15,100500,3.0500000000000003
2021,1,7,20,30,100490,2.99
2021,1,7,20,45,100490,2.86
2021,1,7,21,0,100490,2.8000000000000003
2021,1,7,21,15,100490,2.85
2021,1,7,21,30,100490,2.93
2021,1,7,21,45,100490,2.89
2021,1,7,22,0,100490,2.74
2021,1,7,22,15,100490,2.57
2021,1,7,22,30,100480,2.58
2021,1,7,22,45,100470,2.66
2021,1,7,23,0,100460,2.74
2021,1,7,23,15,100450,2.73
2021,1,7,23,30,100450,2.68
2021,1,7,23,45,100440,2.72
2021,1,8,0,0,100440,2.94
2021,1,8,0,15,100430,3.09
2021,1,8,0,30,100430,3.13
2021,1,8,0,45,100430,3.14
2021,1,8,1,0,100420,3.09
2021,1,8,1,15,100410,2.99
2021,1,8,1,30,100390,2.96
2021,1,8,1,45,100380,2.82
2021,1,8,2,0,100370,2.65
2021,1,8,2,15,100360,2.5300000000000002
2021,1,8,2,30,100360,2.47
2021,1,8,2,45,100350,2.36
2021,1,8,3,0,100350,2.35
2021,1,8,3,15,100350,2.34
2021,1,8,3,30,100350,2.24
2021,1,8,3,45,100350,2.24
2021,1,8,4,0,100340,2.27
2021,1,8,4,15,100350,2.12
2021,1,8,4,30,100360,2.2800000000000002
2021,1,8,4,45,100370,2.22
2021,1,8,5,0,100370,2.15
2021,1,8,5,15,100390,1.98
2021,1,8,5,30,100410,2.08
2021,1,8,5,45,100420,1.76
2021,1,8,6,0,100440,1.76
2021,1,8,6,15,100460,1.71
2021,1,8,6,30,100480,1.9000000000000001
2021,1,8,6,45,100500,1.92
2021,1,8,7,0,100530,2.13
2021,1,8,7,15,100540,1.96
2021,1,8,7,30,100550,1.81
2021,1,8,7,45,100560,1.54
2021,1,8,8,0,100580,1.3800000000000001
2021,1,8,8,15,100590,1.22
2021,1,8,8,30,100590,1.3900000000000001
2021,1,8,8,45,100600,1.33
2021,1,8,9,0,100610,1.34
2021,1,8,9,15,100610,1.42
2021,1,8,9,30,100610,1.76
2021,1,8,9,45,100610,2.36
2021,1,8,10,0,100620,3.0500000000000003
2021,1,8,10,15,100600,3.72
2021,1,8,10,30,100590,4.46
2021,1,8,10,45,100570,5.22
2021,1,8,11,0,100560,5.48
2021,1,8,11,15,100540,5.5200000000000005
2021,1,8,11,30,100530,5.43
2021,1,8,11,45,100510,5.55
2021,1,8,12,0,100490,5.6000000000000005
2021,1,8,12,15,100470,5.69
2021,1,8,12,30,100450,5.67
2021,1,8,12,45,100430,5.63
2021,1,8,13,0,100400,5.6000000000000005
2021,1,8,13,15,100380,5.67
2021,1,8,13,30,100360,5.72
2021,1,8,13,45,100340,5.76
2021,1,8,14,0,100320,5.8500000000000005
2021,1,8,14,15,100320,6.03
2021,1,8,14,30,100320,6.11
2021,1,8,14,45,100320,6.140000000000001
2021,1,8,15,0,100320,6.08
2021,1,8,15,15,100320,6.08
2021,1,8,15,30,100330,5.88
2021,1,8,15,45,100330,5.71
2021,1,8,16,0,100340,5.36
2021,1,8,16,15,100350,5.14
2021,1,8,16,30,100370,4.78
2021,1,8,16,45,100380,4.38
